고유번호,언어,상호명,콘텐츠URL,주소,Latitude,Longitude,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
8570,ko,명동교자,https://korean.visitseoul.net/restaurants/명동교자/KOP008570?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008570,100-809 서울 중구 명동2가 25-2 ,37.5625712,126.9857574,04537 서울 중구 명동10길 29 ,0507-1366-5348,http://www.mdkj.co.kr,10:30~21:00,4호선 명동역 8번 출구에서 약 183m (도보 2분),,"칼국수, 비빔국수, 만두 "
11215,ko,옛골,https://korean.visitseoul.net/restaurants/옛골/KOP011215?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011215,135-907 서울 강남구 역삼동 605-9 ,37.505949,127.0325732,06125 서울 강남구 봉은사로24길 12 ,02-561-0591,,08:00 ~ 21:30,9호선 신논현역 4번 출구,,"꽁치찌개, 김치/된장 찌개, 제육/오징어 볶음"
7241,ko,클럽에스프레소,https://korean.visitseoul.net/restaurants/클럽에스프레소/KOP007241?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007241,110-817 서울 종로구 부암동 257-1 ,37.5926553,126.9659796,03020 서울 종로구 창의문로 132 ,02-764-8719,http://www.clubespresso.co.kr/,월 ~ 일 09:00 ~ 21:00,3호선 경복궁역 2번 출구,,"에스프레소, 드립커피, 에스프레소베리에이션"
6851,ko,명화당,https://korean.visitseoul.net/restaurants/명화당-KR/KOP006848?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006848,100-810 서울특별시 중구 명동2가 55-3,37.5623695,126.9838274,04536 서울특별시 중구 명동4길 30 (명동2가) ,02-777-7317,,09:00 ~ 22:30,4호선 명동역 6번 출구에서 약 246m (도보 3분),,쫄볶이 냄비국수 비빔쫄면 손만두 김밥
4486,ko,스시미치루,https://korean.visitseoul.net/restaurants/미치루스시/KOP004486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004486, 서울 종로구 수송동 146-1 ,37.573909,126.9790182,"03152 서울 종로구 종로1길 42 (수송동, 이마빌딩) 지하 1층",02-761-4090,,월요알~토요일 12:00 ~ 15:00 / 17:30 ~21:30,5호선 광화문역 2번 출구에서 약 331m (도보 5분) ,,"오마카세, 후토마키"
1739,ko,슬런치 팩토리,https://korean.visitseoul.net/restaurants/슬런치팩토리/KOP001739?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001739,121-829 서울 마포구 상수동 336-18 ,37.5458569,126.9208457,04074 서울 마포구 와우산로3길 38 (상수동) ,02-325-8843,https://www.instagram.com/slunch_factory/,매일 12:00~22:30,"2호선, 공항철도, 경의중앙선 홍대입구역 3번 출구에서 약 909m (도보 12분)",,"버섯 두유 크림 리조또, 버섯고르곤졸라 피자"
1505,ko,버드나무집,https://korean.visitseoul.net/restaurants/버드나무집/KOP001505?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001505,137-861 서울 서초구 서초동 1340-5 ,37.4891422,127.0311727,06729 서울 서초구 효령로 434 (버드나무집) ,02-3473-4167,,매일 11:00~21:30,"신분당선, 3호선 양재역 2번 출구에서 약 500m (도보 7분)",,"갈비정식, 주물럭, 양념갈지, 생등심"
6457,ko,철철복집,https://korean.visitseoul.net/restaurants/철철복집/KOP006455?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006455,100-180 서울특별시 중구 다동 138,37.567387,126.9813407,04522 서울특별시 중구 을지로3길 29 (다동) ,02-776-2418,,11:30 ~ 14:30 / 16:30 ~ 22:00,2호선 을지로입구역 2번 출구  ,,복어요리 
979,ko,수연산방,https://korean.visitseoul.net/restaurants/수연산방/KOP000979?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP000979,136-823 서울 성북구 성북동 248 ,37.5950435,126.9947454,"02837 서울 성북구 성북로26길 8 (성북동, 상허 이태준 가옥) ",02-764-1736,https://blog.naver.com/sooyeonsanbang1998,수요일~금요일 11:30 ~ 17:50 토요일 11:30 ~ 21:50 (브레이크타임 18:00 ~ 19:00) 일요일 11:30 ~ 19:40,4호선 한성대입구역 5번 출구에서 약 1.3km (도보 23분),,"대추차, 엄마손 순 단호박범벅, 생강차, 단호박빙수"
1056,ko,고센인코퍼레이티드,https://korean.visitseoul.net/restaurants/고센/KOP001056?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001056,135-954 서울 강남구 청담동 88-23 ,37.5252641,127.0414493,06014 서울 강남구 선릉로158길 18 ,02-515-1863,https://www.i-goshen.com/,매일  11:30~04:30,수인분당선 압구정로데오역 4번 출구에서 약 227m (도보 3분),한국어,
11853,ko,부산갈매기,https://korean.visitseoul.net/restaurants/부산갈매기-K/KOP011853?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011853,100-080 서울특별시 중구 북창동 94-42,37.5621002,126.9783409,04526 서울특별시 중구 남대문로 25-20 (북창동) ,02-773-8146,,평일 11:00 ~ 21:30 토요일 11:00 ~ 21:00,"1,2호선 시청역 7번 출구에서 약 365m (도보 5분)",,"생대구탕, 생태매운탕, 홍어무침"
6861,ko,스탠딩커피,https://korean.visitseoul.net/restaurants/스탠딩커피/KOP006859?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006859,140-200 서울특별시 용산구 이태원동 568,37.5377258,126.9869982,04345 서울특별시 용산구 녹사평대로 224-1 (이태원동) ,0507-1423-0427,https://smartstore.naver.com/standing_coffee,평일 07:00 ~ 22:00 주말 09:00 ~ 22:00 ,6호선 녹사평역 2번 출구에서 약 370m (도보 6분),,커피전문점
2649,ko,마망갸또,https://korean.visitseoul.net/restaurants/마망갸또/KOP002648?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002648,135-120 서울 강남구 신사동 524-27,37.5222698,127.0215504,06028 서울특별시 강남구 압구정로10길 30-12  (신사동) ,070-4353-5860,http://www.mamangt.com/shop/main/index.php,12:00~21:00,"3호선, 신분당선 신사역 8번 출구에서 약 737m (도보 10분)",,
13132,ko,깃대봉냉면,https://korean.visitseoul.net/restaurants/깃대봉냉면-KR/KOP013129?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013129,110-862 서울특별시 종로구 숭인1동 56-25,37.5773675,127.0169891,03108 서울특별시 종로구 지봉로12길 3 (숭인동) ,02-762-4407,,11:00 ~ 20:30,6호선 창신역 4번 출구  ,,"냉면, 만두"
6746,ko,텀블러비어,https://korean.visitseoul.net/restaurants/텀플러비어/KOP006746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006746,06236 서울특별시 강남구 역삼동 736-22 메이플라워멤버스빌 1층 ,37.4987108,127.0347437,06236 서울특별시 강남구 테헤란로20길 15 (역삼동) ,02-538-6665,,11:00~24:00 ,2호선 역삼역 3번 출구에서 약 256m (도보 3분) ,,"독일식치킨, 모둠소시지"
15406,ko,랩오(LAB O),https://korean.visitseoul.net/restaurants/랩오LAP-O/KOP015406?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP015406,135-819 서울 강남구 논현동 91-6 ,37.5215778,127.0354561,"06054 서울 강남구 도산대로 310 (논현동, 916빌딩) 1층",080-023-5700,,"평일 10:30~20:30 주말,공휴일 09:00~20:30",지하철 3호선 압구정역 3번출구 도보 16분 또는 분당선 압구정로데오역 5번출구 도보 14분.,한국어,"오렌지 포레스트, 마마스 팬브라우니,오리지널 브라우니"
1294,ko,호밀밭,https://korean.visitseoul.net/restaurants/호밀밭/KOP001294?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001294,120-833 서울 서대문구 창천동 4-77 ,37.5589348,126.9407101,03777 서울 서대문구 신촌역로 43 ,02-392-5345,,매일 12:00~22:00,2호선 신촌역 4번 출구,,"밀크빙수, 녹차빙수, 과일빙수, 딸기빙수"
1064,ko,더블린테라스,https://korean.visitseoul.net/restaurants/더블린테라스/KOP001064?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001064,135-908 서울 강남구 역삼동 635-6 ,37.5006646,127.0291099,06130 서울 강남구 강남대로94길 27-15 (태리빌딩) ,02-555-2553,,15:00~01:00,"2호선 강남역 11,12번 출구",,"치즈볼 모듬나쵸, 치킨 앤 칩스"
4661,ko,부산양곱창,https://korean.visitseoul.net/restaurants/부산양곱창/KOP004661?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004661,135-513 서울 강남구 역삼동 700-15 ,37.5047676,127.0426316,06147 서울 강남구 언주로98길 8-1 (역삼동) ,02-554-7780,,17:00~05:00,2호선 선릉역 5번 출구에서 약 557m (도보 8분),,"양구이, 대창구이, 곱창구이, 전골"
7859,ko,채선당(목동점),https://korean.visitseoul.net/restaurants/채선당목동점/KOP007859?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007859,158-849 서울 양천구 신정동 86-8 ,37.5226223,126.8733123,"08010 서울 양천구 목동동로12길 20 (신정동, 하버드) ",02-2652-0737,https://www.chaesundang.co.kr/,매일 11:00~22:00  ,5호선 오목교역 7번출구 ,,"소고기 샤브, 월남쌈 샤브, 매운버섯 샤브, 스페션 샤브"
5433,ko,새벽집,https://korean.visitseoul.net/restaurants/새벽집/KOP005433?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005433,135-957 서울 강남구 청담동 129-10 ,37.525518,127.0529061,06013 서울 강남구 도산대로101길 6 (청담동) ,02-546-5739,https://saebyukjip.modoo.at/,,7호선 청담역 13번 출구에서 약 750m (도보 12분) ,,"꽃등심, 양념갈비, 생고기, 불고기"
1264,ko,커피바K,https://korean.visitseoul.net/restaurants/커피바K/KOP001264?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001264,135-915 서울 강남구 역삼동 675-3 ,37.5046469,127.0412634,"06139 서울 강남구 언주로 517 (역삼동, KT영동지사, 신라 스테이호텔) ",02-516-1970,,매일 19:00~02:00 ,역삼역 8번 출구 도보 12분소요,,바
45463,ko,도넛정수,https://korean.visitseoul.net/restaurants/donut-jungsu/KOPvpkrum?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPvpkrum, 서울 종로구 창신동 23-492 ,37.5782858,127.0108632,03091 서울 종로구 창신12길 40 (창신동) ,0507-1386-5775,,매일 11:30 ~ 21:00,6호선 창신역 1번 출구에서 약 749m (도보 17분) ,,
6882,ko,대문,https://korean.visitseoul.net/restaurants/대문/KOP006882?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006882,132-830 서울 도봉구 방학동 436-9 ,37.663685,127.0274875,01316 서울 도봉구 시루봉로 139-6 ,0507-1359-0843,,"매일 11:30~15:00, 17:00~21:00",4호선 쌍문역 2번출구에서 약 2.3km (도보 31분),,"간장게장정식, 대문특정식, 백합정식 "
6808,ko,감촌,https://korean.visitseoul.net/restaurants/감촌-KR/KOP006806?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006806,110-121 서울특별시 종로구 종로1가 24,37.5704585,126.9798503,03157 서울특별시 종로구 종로 19 (종로1가) ,02-733-7035,,09:30~22:00  ,5호선 광화문역 4번 출구에서 약 282m (도보 4분),,"순두부찌개, 굴순두부, 순두부찌개특, 차돌순두부, 해물된장찌개, 버섯김치찌개"
11651,ko,리스토란테 에오 ,https://korean.visitseoul.net/restaurants/리스토란테에오/KOP011651?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011651,135-517 서울 강남구 청담동 96-22 ,37.5252054,127.0457166,06015 서울 강남구 도산대로75길 15 (청담동) ,02-3445-1926,https://ristoranteeo.modoo.at/,월~토 12:00 ~ 15:00 / 18:00 ~ 23:00,분당선 압구정로데오역 3번 출구,,
4671,ko,신성각 ,https://korean.visitseoul.net/restaurants/신성각/KOP004671?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004671,121-851 서울 마포구 신공덕동 2-463 ,37.5447227,126.9577285,04190 서울 마포구 임정로 55-1 ,  02-716-1210,,11:35 - 16:00 (재료 소진 시 마감),"5호선, 6호선, 경의중앙선, 공항철도 공덕역 7번 출구에서 약 800m (도보 9분)",,"짜장면, 간짜장, 만두, 탕수육"
13355,ko,타워차이,https://korean.visitseoul.net/restaurants/타워차이-KR/KOP013354?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013354,135-270 서울특별시 강남구 도곡동 467-29,37.4873359,127.0528298,06294 서울특별시 강남구 언주로30길 26 (도곡동) ,02-2057-7007,http://www.towerchai.com/,매일 11:30 ~ 15:00 / 17:30 ~ 22:00,"3, 수인분당선 도곡역 4번 출구에서 약 488m (도보 7분)",,"홀샥스핀탕 S, 올리브유 짜장면, 송이덮밥"
13396,ko,평양집,https://korean.visitseoul.net/restaurants/평양집/KOP013394?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013394,140-011 서울특별시 용산구 한강로1가 137-1,37.5348784,126.9739883,04382 서울특별시 용산구 한강대로 186 (한강로1가) ,02-793-6866,,07:00 ~ 22:00,"4,6호선 삼각지역 14번 출구에서 약 36m (도보 1분) ",,양곱창
14272,ko,논현포차골목,https://korean.visitseoul.net/restaurants/논현포차골목/KOP014272?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014272, 서울 강남구 논현동 영동시장 뒷길 일현,37.51127,127.022441, 서울특별시 강남구 논현동 영동시장 뒷길 일대 ,02-120,,,7호선 논현역 2번 출구 도보 10분 2호선 강남역 6번 출구 도보 15분,,
13046,ko,은성집,https://korean.visitseoul.net/restaurants/은성집-K/KOP013044?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013044, 서울특별시 용산구 남영동 40-4,37.5443755,126.9732392,04352 서울특별시 용산구 한강대로84길 11-16 (남영동) ,02-797-2855,,11:30 ~ 13:30 / 16:30 ~ 22:00,4호선 숙대입구역 5번 출구에서 약 109m (도보 1분),,"스테이크,부대찌개"
11947,ko,오다리집,https://korean.visitseoul.net/restaurants/오다리집/KOP011944?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011944," 서울특별시 중구 충무로1가 22-17, 2?3F ",37.5614314,126.9834585,04536 서울특별시 중구 명동8나길 28 (충무로1가) ,0507-1412-6767,http://www.odarijip.com,10:00 ~ 23:00,4호선 명동역 5번 출구에서 약 209m (도보 3분) ,,
6962,ko,강서면옥 ,https://korean.visitseoul.net/restaurants/강서면옥/KOP006962?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006962,100-814 서울 중구 서소문동 120-15 ,37.5620071,126.973969,04513 서울 중구 세종대로11길 35 ,02-752-1945,,"매일 11:00~15:00, 17:00~22:00","1,2호선 시청역 9번 출구에서 약 159m (도보 2분)",,"평양물냉면, 함흥비빔냉면, 삼겹살"
30904,ko,루나아시아,https://korean.visitseoul.net/restaurants/루나아시아/KOP030904?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030904,135-878 서울 강남구 삼성동 152-62 ,37.5099201,127.0566236,"06166 서울 강남구 삼성로100길 15 (삼성동, 명당빌딩) ",+82-2-562-7992,http://lunaasia.modoo.at/,평일 11:00 - 22:00 (Break time 14:30 -17:00) 주말 12:00 - 21:00 공휴일 12:00 - 21:00,2호선 삼성역 5번 출구에서 약 706m (도보 11분),한국어,
4428,ko,더 그린테이블,https://korean.visitseoul.net/restaurants/그린테이블/KOP004428?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004428,135-897 서울 강남구 신사동 655-4 ,37.525346,127.0385762,06019 서울 강남구 선릉로155길 13 (신사동) 2층,02-591-2672,http://www.thegreentable.co.kr/,평일 12:00 ~ 15:00 / 18:00 ~ 22:00 일요일 12:00 ~ 15:00 / 18:00 ~ 21:30 ,분당선 압구정로데오역 5번 출구,,계절코스
5707,ko,마이쏭,https://korean.visitseoul.net/restaurants/마이쏭/KOP005706?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005706,135-896 서울 강남구 신사동 650-17 650-17,37.5233586,127.0357069,06021 서울 강남구 도산대로45길 16-4 (신사동) ,02-518-0105,,"평일10:00~02:00, 주말 10:00~15:00, 17:00~02:00",수인분당선 압구정로데오역 5번 출구에서 약 717m (도보 10분),,"마이쏭 브런치 플레이트, 블루베리 팬케이크, 베이컨 치즈 버거"
29989,ko,할랄가이즈 이태원점,https://korean.visitseoul.net/restaurants/할랄가이즈-이태원점/KOP029989?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029989,140-858 서울 용산구 이태원동 123-32 ,37.5347362,126.9948026,04350 서울 용산구 이태원로 187 (이태원동) 2층,02-794-8309,http://thehalalguys.co.kr/,11:00~22:00,6호선 이태원역 2번 출구에서 약 51m (도보 1분),"한국어,영어","콤보 플래터, 치킨 플래터, 콤보 샌드위치"
7149,ko,두레미담(서울대점),https://korean.visitseoul.net/restaurants/두레미담서울대점/KOP007145?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007145, 서울특별시 관악구 신림동 산56-1 서울대학교 내 농생대옆 75-1 5층,37.4533582,126.9571625,08826 서울특별시 관악구 관악로 1  (신림동) ,02-880-9358,,11:00 ~ 14:00 / 17:00 ~ 19:00,"2호선 낙성대 4번 출구, 02번 마을버스 서울대정문 2호선 서울대입구 3번 출구, 학교셔틀버스  ",,한식당
10780,ko,된장예술툇마루,https://korean.visitseoul.net/restaurants/된장예술툇마루/KOP010778?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010778,110-290 서울특별시 종로구 인사동 4-2,37.5733825,126.9864502,03148 서울특별시 종로구 인사동4길 5-26 (인사동) ,02-739-5683,,11:30 ~ 22:30,1호선 종로3가역 6번 출구  ,,게장
26072,ko,두루,https://korean.visitseoul.net/restaurants/두루-청담/KOP026072?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP026072,135-950 서울 강남구 청담동 21-7 ,37.5226099,127.0418446,06064 서울 강남구 선릉로148길 28 (청담동) ,02-3443-8834,,매일 11:00~21:00,수인분당선 압구정로데오역 4번 출구에서 약 600m (도보 10분) ,,"낙지볶음, 주먹밥"
4979,ko,목로,https://korean.visitseoul.net/restaurants/목로-KR/KOP004978?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004978,135-891 서울 강남구 신사동 577-12 577-12,37.5254752,127.0275733,06030 서울 강남구 압구정로28길 18 (신사동) ,02-548-7500,,월요일~금요일 10:00~20:00 일요일 09:30~20:00 ,3호선 압구정역 4번 출구에서 약 62m (도보 1분) ,,버섯만두전골 찐만두 목로탕 만두국 목로전
26062,ko,난장캠프 [임시휴업],https://korean.visitseoul.net/restaurants/난장캠프/KOP026062?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP026062,135-888 서울 강남구 신사동 519-26 ,37.5194751,127.0209035,06034 서울 강남구 강남대로158길 27 (신사동) ,02-3443-6466,https://nanjangcampgarosu.modoo.at/,평일 16:00~23:20 토 16:00~23:00 일 16:00~22:00,3호선 신사역 8번 출구 도보 10분,,"참숯초벌 오겹살, 참숯초벌 목살"
3272,ko,가양칼국수버섯매운탕,https://korean.visitseoul.net/restaurants/가양칼국수버섯매운탕1/KOP003272?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003272,150-889 서울 영등포구 여의도동 43-3 43-3,37.520818,126.9311537,07333 서울 영등포구 국제금융로 78 (홍우빌딩) 지하 1층,0507-1399-0438,,매일 11:30 ~ 21:30 (Last order 20:30),"9호선,신림선 샛강역 2번 출구에서 약 546m (도보 8분)",,"가양칼국수버섯매운탕, 샤브샤브, 버섯초회"
1252,ko,프레스카 29,https://korean.visitseoul.net/restaurants/카페프레스카/KOP001252?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001252,135-854 서울 강남구 도곡동 517-11 ,37.4838983,127.0444025,06301 서울 강남구 논현로28길 29 (토펙빌딩) ,0507-1414-2558,,매일 09:00 ~ 20:30,3호선 매봉역 4번 출구에서 약 425m (도보 6분),,카페
42317,ko,[백년가게] 진미식당 ,https://korean.visitseoul.net/restaurants/백년가게-진미식당/KOP042317?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042317, 서울 용산구 문배동 33-3 ,37.5366656,126.9701833,04369 서울 용산구 백범로90길 46 (문배동) ,02-703-6842,https://munbaejinmi.modoo.at,"월요일~금요일 09:00~20:30, 토요일 09:00~19:00, 일요일 09:30~15:30","4,6호선 삼각지역 8번 출구에서 약 381m (도보 5분) ",,"콩국수, 청국장 등"
10259,ko,온마을,https://korean.visitseoul.net/restaurants/온마을/KOP010259?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010259,110-230 서울 종로구 삼청동 123 ,37.5866692,126.9815368,03049 서울 종로구 삼청로 127 (삼청동) ,02-738-4231,,매일 11:00~21:00,3호선 안국역 1번 출구에서 약 1.4km (도보 22분),,"두부버섯전골, 두부김치전골, 콩두부젓국찌개, 제육볶음"
1598,ko,대방골 ,https://korean.visitseoul.net/restaurants/대방골/KOP001598?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001598,150-870 서울 영등포구 여의도동 13 ,37.5309557,126.9211328,07238 서울 영등포구 국회대로 800 (진미파라곤) 지하 1층,02-783-4999,https://www.instagram.com/daebanggol_official/,"평일 11:20~14:30, 17:00~22:00 / 주말 11:20~21:00",9호선 국회의사당역 1번 출구에서 약 358m (도보 5분) ,,"대방골정식, 솔잎찜보리굴비한정식, 연포탕한정식, 솔잎찜보리굴비매생이정식"
13829,ko,신계치,https://korean.visitseoul.net/restaurants/신계치/KOP013827?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013827,467-807 서울특별시 서대문구 창천동 2-24,37.5588449,126.9388028,03776 서울특별시 서대문구 명물길 47 (창천동) ,02-3147-1021,,11:00 ~ 22:00,2호선 신촌역 3번 출구에서 약 437m (도보 6분) ,,라면 
5067,ko,저스트스테이크,https://korean.visitseoul.net/restaurants/저스트스테이크/KOP005067?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005067, 서울 강남구 신사동 631-16 ,37.5231314,127.0344011,06021 서울 강남구 언주로152길 11-7 (신사동) ,02-544-9357,,매일 11:30 ~ 22:00 (Last Order 21:00),3호선 압구정역 3번 출구에서 약 820m (도보 13분) ,,"티본스테이크, 그릴에 구운 야채, 볼로네제"
4537,ko,청진옥 ,https://korean.visitseoul.net/restaurants/청진옥/KOP004537?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004537, 서울 종로구 청진동 183-1 ,37.571738,126.9794773,"03156 서울 종로구 종로3길 32 (청진동, 청진빌딩) 1층",02-735-1690,http://www.cheongjinok.com/,06:00~21:30,1호선 종각역 1번 출구에서 약 397m (도보 6분),,"해장국, 안주국, 모듬수육"
6075,ko,문화옥,https://korean.visitseoul.net/restaurants/문화옥/KOP006072?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006072,100-330 서울 중구 주교동 118-3 118-3,37.5681319,126.9984737,04546 서울 중구 창경궁로 62-5 (주교동) ,02-2265-0322,,06:00 ~ 21:00,5호선 을지로4가역 4번 출구에서 약 62m (도보 1분)  ,,설렁탕
23338,ko,양철북 강동구청점,https://korean.visitseoul.net/restaurants/양철북-강동구청점kr/KOP023338?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP023338, 서울 강동구 성내동 548-3 ,37.5278283,127.1266743,"05399 서울 강동구 성내로 62 (성내동, 정인빌딩) ",02-478-1192,,월~토 11:30 - 22:30,8호선 강동구청역 2번 출구 500m이내,,"특모듬한판, 한우대창, 특양구이"
11940,ko,비하인드,https://korean.visitseoul.net/restaurants/비하인드-K/KOP011936?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011936,121-895 서울특별시 마포구 서교동 404-26,37.5493035,126.9196663,04048 서울특별시 마포구 어울마당로5길 18 (서교동) ,02-3141-7212,,13:00~22:00,6호선 상수역 1번 출구에서 약 436m (도보 6분),,
6273,ko,부옥당,https://korean.visitseoul.net/restaurants/부옥당-KR/KOP006272?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006272,135-881 서울 강남구 삼성동 162-25 162-25,37.5142599,127.0643736,"06170 서울 강남구 영동대로106길 41 (삼성동, 동영빌딩) ",02-558-9944,,12:00 ~ 22:00,9호선 봉은사역 5번 출구에서 약 382m (도보 4분),,된장비빔밥
6103,ko,충무상회,https://korean.visitseoul.net/restaurants/충무상회/KOP006102?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006102,06022 서울 강남구 신사동 613-12 613-12,37.5266225,127.0301064,06022 서울 강남구 언주로167길 38 (신사동) ,02-515-6395,,11:30 ~ 22:00,3호선 압구정역 2번 출구에서 약 183m (도보 2분) ,,생선회
28363,ko,코키펍 홍대점,https://korean.visitseoul.net/restaurants/코키펍-홍대점/KOP028363?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP028363,121-893 서울 마포구 서교동 364-2 ,37.5520766,126.9226757,"04041 서울 마포구 와우산로21길 19-8 (서교동, 태경빌딩) 1층 COCKYPUB",02-322-7900,https://www.instagram.com/cockypubseoul/,"일요일~목요일 17:00~02:00 (라스트 오더 01:00),  금요일~토요일 16:00~03:00 (라스트 오더 02:00)",2호선?경의중앙선?공항철도 홍대입구역 9번 출구에서 약 331m (도보 4분),,"수제버거, 프라이, 맥앤치즈 "
6191,ko,카페마마스 서소문점,https://korean.visitseoul.net/restaurants/마마스/KOP006187?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006187,100-130 서울 중구 순화동 6-17 6-17,37.5623652,126.9702076,"04516 서울 중구 서소문로 81 (순화동, 혜명빌딩) ",0507-1393-1064,http://cafemamas.co.kr/,"평일 08:00~20:00, 토요일 10:00~19:30, 일요일 10:00~19:00","1,2호선 시청역 10번 출구  ",,"모짜렐라 토마토 파니니, 쇠고기가지 파니니, 리코타 샐러드"
1055,ko,JJ마호니스,https://korean.visitseoul.net/restaurants/JJ마호니즈/KOP001055?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001055,140-738 서울 용산구 한남동 747-7 ,37.5395433,126.9978136,04347 서울 용산구 소월로 322 (하얏트호텔) ,02-799-8601,https://seoul.grand.hyatt.com/ko/hotel/dining/JJMahoneys.html,월~수  19:00~02:00 목 19:00~03:00 금~토  19:00~04:00,6호선 한강진역 2번 출구,"한국어, 영어",
2486,ko,팔선,https://korean.visitseoul.net/restaurants/팔선/KOP002486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002486,100-856 서울 중구 장충동2가 202 ,37.5567496,127.0060352,04605 서울 중구 동호로 249 (신라호텔) 2층,02-2230-3366,http://www.shilla.net/seoul/dining/viewDining.do?contId=PAL#,매일 12:00 ~ 14:30 / 17:30 ~ 21:30  ,3호선 동대입구역 5번 출구에서 약 431m (도보 9분),"한국어,영어, 중국어, 일본어","정 세트, 가 세트, 삼선짜장"
4917,ko,머그포래빗,https://korean.visitseoul.net/restaurants/머그포래빗-KR/KOP004913?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004913,135-889 서울 강남구 신사동 545-1 ,37.5213915,127.0231647,06033 서울 강남구 논현로159길 65 ,02-548-7488,,10:00 ~ 24:00,3호선 신사역 8번 출구  ,,커피 당근케이크
988,ko,르알래스카 가로수길점,https://korean.visitseoul.net/restaurants/르알래스카/KOP000988?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP000988, 서울 강남구 신사동 550-22 ,37.5233906,127.0233635,06029 서울 강남구 압구정로14길 15 (신사동) ,02-546-5872,,매일 09:00 ~ 22:20,3호선 압구정역 5번 출구,,"먹물크림치즈빵, 비프샌드위치, 바게트샌드위치"
