고유번호,언어,상호명,콘텐츠URL,주소,신주소,Latitude,Longitude,,,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
1414,ko,선정릉(선릉),https://korean.visitseoul.net/attractions/선정릉선릉/KOP001414?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001414,135-090 서울시 강남구 삼성동 135-4 ,06153 서울특별시 강남구 선릉로100길 1 (삼성동) ,37.4981134,127.0270401,,,02-568-1291,,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_08_01.jsp&mn=RT_01_08,06:00 ~ 21:00 (3월 ~ 10월) 06:00 ~ 17:30 (11월 ~ 1월) 06:00 ~ 18:00 (2월),화~일,월요일,"2호선, 수인분당선 선릉역 10번 출구에서 약 444m (도보 6분)","공원데이트,도시속유네스코,문화유산,선릉데이트장소,선정릉,서울역사적명소,선릉역,서울공원,세계문화유산,서울데이트장소추천,선릉,전릉,서울가볼만한곳","장애인화장실,장애인 전용 주차장,접근가능,장애인 안내(휠체어 대여 및 기타)"
27227,ko,시민청 관광안내소,https://korean.visitseoul.net/attractions/시민청-관광안내소/KOP027227?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027227,100-744 서울 중구 태평로1가 31 ,04524 중구 세종대로 110(신청사 지하 1층 시민청 내 인포데스크) ,37.5431984,127.0039981,,,+82-2-739-7755,,http://www.sta.or.kr,10:00~19:00(일요일 휴관),,"1월 1일, 설날?추석 당일 휴무",1?2호선 시청역 4번 출구,"관광안내소,안내소,여행,시민청관광안내소,안내,시민청",
1910,ko,성곡미술관,https://korean.visitseoul.net/attractions/성곡미술관/KOP001907?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001907,110-062 서울 종로구 신문로2가 1-101 ,"03175 서울 종로구 경희궁길 42 (신문로2가, 성곡미술관) ",37.5802493,126.9673793,,,02-737-7650,,http://www.sungkokmuseum.org,10:00~18:00 (입장 마감 Last Ticketing 17:30),화요일 ~ 일요일,월요일 ,3호선 경복궁역 7번 출구에서 약 611m (도보 10분) ,"성곡미술관, 광화문역, 카페찻집, 김성곤, 전시, 경복궁역, 찻집,한국미술, 미술관, 야외조각공원, 광화문,미술",
3177,ko,성균관 명륜당,https://korean.visitseoul.net/attractions/성균관-명륜당/KOP003176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003176,110-812 서울 종로구 명륜동3가 53,110-812 서울특별시 종로구 성균관로 25-1 ,37.5846076,126.9605341,,,02-760-1472,,,09:00 ~ 18:00,,,4호선 혜화역 4번 출구에서 약 833m (도보 15분),"혜화역, 명륜당은행나무, 유적지,역사, 성균관대학교,인문사회과학캠퍼스,성균관명륜당,명륜당",
19656,ko,성균관대학교,https://korean.visitseoul.net/attractions/성균관대학교/KOP019656?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019656,110-745 서울 종로구 명륜3가 53-21 ,"03063 서울 종로구 성균관로 25-2 (명륜3가, 성균관대학교) ",37.5950195,126.962347,,,02-760-0114,,http://www.skku.edu/,,,,4호선 혜화역 4번 출구에서 약 1.2km (도보 25분),"명륜당, 성균관대, 대학로, 성균관대학교, 혜화역, 광화문,성균관",
47249,ko,성수구름다리,https://korean.visitseoul.net/attractions/2024-gureumdari/KOPouf85a?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPouf85a, 서울 성동구 성수동1가 642-25 ,04770 서울 성동구 강변북로 257  ,37.5169928,127.0417958,,,,,,,,,수인분당선 서울숲역 3번 출구에서 약 699m (도보 11분) ,"성수구름다리,성수,노을명소,서울야경명소,야경명소",
33828,ko,성신여대 복식박물관 및 자연사박물관,https://korean.visitseoul.net/attractions/성신여대-복식박물관-및-자연사박물관/KOP033828?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033828, 서울 강북구 미아동 147 ,"01133 서울 강북구 도봉로76가길 55 (미아동, 성신여자대학교운정그린캠퍼스) 운정그린캠퍼스 B1",37.5666454,126.9781553,,,복식박물관:  02-920-2657 / 자연사박물관: 02-920-7890 ,,https://www.sungshin.ac.kr/sites/museum/index.do,"월~토: 10:00~17:00 (일요일, 법정공휴일 휴관)",,,"4호선 미아역 2번 출구, 도보 10분거리","성신여대 복식박물관,자연사박물관",
29716,ko,성우이용원,https://korean.visitseoul.net/attractions/성우이용원/KOP029716?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029716,  ,04183 서울 마포구 효창원로97길 4-1 ,37.5731157,126.9697643,,,02-714-2968,,futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=171,09:00~18:00,"월요일~화요일, 목요일~일요일",수요일,5호선 애오개역 4번 출구에서 927m (도보 20분)," 서울미래유산,오래가게, 이발소, 이용원,남성전문, 공덕, 바버샵, 서울역, 청파동",
2395,ko,세검정,https://korean.visitseoul.net/attractions/세검정/KOP002395?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002395,110-010 서울 종로구 신영동 168-6,03018 서울특별시 종로구 세검정로 244 (세검정) ,37.5857974,126.9957392,,,02-731-0412,,http://tour.jongno.go.kr,,,,3호선 홍제 상명대학 지나 내부순환로 방면으로 고가도로 옆길  ," 유적지,세검정,인조반정, 홍제역, 상명대학교",
43495,ko,세븐웰제화,https://korean.visitseoul.net/attractions/2023110/KOPqlzpr0?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPqlzpr0,  ,04509 서울 중구 칠패로 6 ,37.588227,126.993606,,,02-711-9336,,sevenwell.modoo.at,"월요일~금요일 09:00~18:00, 토요일 09:00~17:00",월요일~토요일,일요일,2?5호선 충정로역 4번 출구에서 430m (도보 8분),"오래가게, 기능성구두, 족저근막염깔창, 서울역,기능성깔창, 맞춤깔창,건강구두",
24645,ko,세빛섬,https://korean.visitseoul.net/attractions/some-sevit-kr/KOP024645?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024645, 서울 서초구 반포동 650 ,06500 서울 서초구 올림픽대로 2085-14 (반포동) ,37.5388788,127.0417905,,,1566-3433,02-3477-5809,http://www.somesevit.co.kr/kr/index.do,11:00 ~ 22:00,월~일,연중무휴,"3,7,9호선 고속터미널역 8-1번 출구 (약 650m, 도보  15분)","이벤트, 인공섬,공연,야간명소,전시,야경,강남,수상문화공간, 세빛섬,한강",
23561,ko,세운상가,https://korean.visitseoul.net/attractions/sewoonplaza/KOP023561?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023561,110-430 서울 종로구 장사동 116-4 ,"03194 서울 종로구 청계천로 159 (장사동, 세운상가) ",37.6319498,127.027268,,,02-2271-2344,,http://sewoonplaza.com/,09:00 ~ 19:00 (상점마다 상이함),월요일 ~ 토요일,"일요일, 공휴일 ","1,3,5호선 종로3가역 12번 출구에서 약 280m (도보 4분) ","서울가볼만한곳,힙지로,서울놀거리,종로가볼만한곳,세운상가옥상,종로데이트,을지로,서울투어,서울핫플,종로,종로3가역,을지로핫플,서울명소,을지로데이트,세운상가,을지로명소",
37890,ko,세운청계상가,https://korean.visitseoul.net/attractions/세운청계상가/KOP037890?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037890, 서울 중구 산림동 207-1 ,"04545 서울 중구 청계천로 160 (산림동, 세운청계상가) ",37.5495573,126.9633372,,,02-2264-8511,,http://sewoon.org/,,,,"2, 5호선 을지로4가역 3번 출구에서 약 300m (도보 4분) ","맛집,을지로카페,서울,종로,카페,을지로,세운청계상가,드라마촬영지,한국드라마,서울핫플,세운상가,빈센조,서울명소,드라마속여행지",
34420,ko,셋이서문학관,https://korean.visitseoul.net/attractions/셋이서-문학관/KOP034420?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034420,  ,03308 서울시 은평구 진관길 23 셋이서문학관,37.6008708,126.9597653,,,02-355-5800,,http://museum.ep.go.kr,10:00 ~ 18:00 ,화요일-일요일,월요일,"3,6호선 연신내역 3번 출구 / 시내버스(701,7211)로 환승 후 관사 입구 하차",셋이서-문학관,
27195,ko,용산역관광정보센터,https://korean.visitseoul.net/attractions/용산역관광정보센터/KOP027195?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027195,140-780 서울 용산구 한강로3가 40-999 ,"04377 서울 용산구 한강대로23길 55 (한강로3가, 용산역) ",37.5593056,126.9695224,,,+82-70-4224-4597,,,09:00-18:00,,,1호선?경의중앙선 용산역 4호선 신용산역 3번 출구,"용산역관광정보센터,용산역,서울관광정보센터",
1747,ko,소극장 산울림,https://korean.visitseoul.net/attractions/산울림소극장/KOP001747?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001747,  ,04052 서울 마포구 와우산로 157 ,37.5119827,126.9934223,,,02-334-5915,,http://www.sanwoollim.kr/,11:00~18:00,"월요일, 수요일~일요일",화요일,2?공항철도?경의중앙선 홍대입구역 6번 출구에서 약 327m (도보 6분)," 공연, 관람, 마포, 홍대, 소극장,오래가게, 문화생활, 서교동,연극",
46881,ko,손가네닭한마리,https://korean.visitseoul.net/attractions/SonganeDakhanmari/KOPmpzvsl?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPmpzvsl, 서울 종로구 숭인동 201-13 ,"03115 서울 종로구 종로66가길 10 (숭인동, 유림빌딩) ",37.5697077,126.995225,,,0507-1345-9065,,,월요일~금요일 12:00~22:00 토요일 12:00~21:00 (15:00~17:00 브레이크타임),,일요일,"1,2,우이신설선 신설동역 11번 출구에서 약 392m (도보 6분)","닭한마리,오래가게,신설동",
6996,ko,손기정기념관,https://korean.visitseoul.net/attractions/손기정기념관/KOP006995?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006995,100-372 서울 중구 만리동2가 6-1 6-1,04501 서울 중구 손기정로 101 (손기정 체육공원) ,37.5680476,126.9953684,,,02-364-1936(내선 1번),,http://www.sonkeechung.com,10:00 ~18:00 (입장은 마감시간 1시간 전까지),,"월 (단 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날, 추석, 기타 별도로 정하는 휴관일",2호선 충정로역 5번 출구에서 약 753m (도보 16분),"손기정기념관,김구,박물관,금메달,만리동,이승만,서울역,손기정체육공원,충정로역,기념관,일제강점기,마라톤,손기정,베를린올림픽",
26955,ko,송림수제화,https://korean.visitseoul.net/attractions/송림수제화/KOP026955?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026955,  ,04543 서울특별시 중구 수표로 60-1 (을지로3가 5-10)3~4층 ,37.6415241,126.9412421,,,02-2279-8054/1910,,http://www.songlim1936.com/main/main.asp,월요일 ~ 금요일 10:00 ~ 18:00 토요일/공휴일 10:00 ~ 17:00,월요일 ~ 토요일,일요일,2?3호선 을지로3가역 2번 출구에서 43m (도보 1분),"오래가게,맞춤화,등산화,트레킹화,수제화,서울미래유산",
27193,ko,송파관광정보센터,https://korean.visitseoul.net/attractions/송파관광정보센터/KOP027193?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027193,138-240 서울 송파구 신천동 32 ,"05617 서울 송파구 잠실로 180 (신천동, 송파관광정보센터) ",37.5255338,126.9647072,,,+82-2-421-0970~1,,,10:00~19:00 (동절기 18:00까지),,"설, 추석명절 휴무","2, 8호선 잠실역 2번 출구에서 약 470m (도보 7분) ","송파관광정보센터,관광객,관광안내,크로마키,사랑의우체통,사랑의자물쇠,송파",장애인 안내(휠체어 대여 및 기타)
1427,ko,쇳대박물관,https://korean.visitseoul.net/attractions/쇳대박물관/KOP001425?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001425, 서울 종로구 이화동 9-444 187-8,03088 서울 종로구 낙산성곽서1길 24 (이화동) ,37.556692,126.9276192,,,,,http://ehwadong.com/,"일요일~목요일 10:00~22:20 /  금요일, 토요일 10:00~22:50",,,"1,4호선 동대문역 1번 출구에서 약 873m (도보 19분) ","자물쇠,동대문,혜화,역사,쇳대박물관,박물관,전시,전통",
43436,ko,수유어묵공장,https://korean.visitseoul.net/attractions/2023006/KOPmuqfz0?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPmuqfz0,  ,01117 서울 강북구 도봉로67길 18 ,37.5623037,126.9726196,,,02-980-7488,,,09:00~20:00,매일,없음,4호선 미아역 8번 출구에서 약 530m (도보 7분),"미아동,수유시장,오래가게,어묵,핫바,수제,수유전통시장",
23760,ko,숙정문,https://korean.visitseoul.net/attractions/sookjeongmun/KOP023760?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023760,136-822 서울 성북구 성북동 산 25-1 ,"02822 서울 성북구 대사관로 1 (성북동, 홍련사(조계종)) ",37.5736967,127.0213818,,,02-747-2153,,,09:00 ~ 16:00하절기(3~10월) / 퇴장시간-18:00 10:00 ~ 15:00동절기(11~2월) / 퇴장시간-17:00,화요일~일요일,월요일 (월요일이 공휴일인 경우 화요일 휴관),"3호선 경복궁역 3번 출구 서울경찰청.경복궁역 정류장에서 710번 간선버스 승차, 방송통신대,이화장 정류장에서 하차 후 2112번 지선버스 승차, 서울다원학교.한용운활동터 정류장에서 하차 후 약 820m (도보 17분)","주말나들이,서울사대문,사적제10호,안국역,한양도성,도심속문화재,한양도성순성길,서울산책,서울문화재,경복궁역,북대문,숙정문,광화문,서울성곽",
1932,ko,순라길,https://korean.visitseoul.net/attractions/순라길/KOP001932?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001932,110-380 서울시 종로구 권농동 113 일대  원남동 151-6번지에서 인의동 90-5번지,03134 서울시 종로구 서순라길 161 (권농동) 일대 ,37.5559206,126.9651582,,,02-120,,,,,,"1,3,5호선 종로3가역 7번 출구에서 약 471m (도보 5분)","종로,안국역,문화공간,역사문학탐방로,광화문,목길,순라길",
34860,ko,전태일기념관,https://korean.visitseoul.net/attractions/전태일기념관/KOP034860?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034860, 서울 종로구 관수동 152-1 ,"03191 서울 종로구 청계천로 105 (관수동, 전태일기념관) ",37.5665844,126.9898477,,,02-318-0903,,http://taeil.org,하절기 (3월~10월) 10:00 ~ 18:00 동절기 (11월~2월) 10:00 ~ 17:30 ,화요일 - 일요일,"월요일, 1월 1일, 명절 당일 휴무",2/3호선 을지로 3가역 2번 출구에서 약 362m (도보 5분) ,전태일기념관,
26193,ko,순희네 반찬,https://korean.visitseoul.net/attractions/순희네반찬/KOP026193?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026193,  ,03195 서울 종로구 창경궁로 88 1층 광장시장 65-1 ,37.5124523,127.0960483,,,02-2279-1885,,,09:00~21:00,매일,없음,1호선 종로5가역 8번 출구에서 약 217m (도보 3분) ,"반찬, 종로,젓갈,오래가게, 게장, 광장시장",
22888,ko,숭례문(남대문),https://korean.visitseoul.net/attractions/Sungnyemun/KOP022888?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP022888,100-094 서울 중구 남대문로4가 29 ,04528 서울 중구 세종대로 40 (숭례문(남대문)) ,37.5780834,127.008096,,,02-779-8547,,,화요일~일요일 09:00-18:00 ,화요일~일요일,월요일 ,"1,4호선, 경의중앙선, 공항철도 서울역 4번 출구에서 약 258m (도보 4분) 4호선 회현역 5번 출구에서 약 403m (도보 6분) "," 국보제1호,서울문화재,서울사대문, 문화재,숭례문,국보,한국문화재,광화문, 목조건물,서울볼거리,남대문,서울여행, 서울관광,  회현역",
29578,ko,쉼박물관,https://korean.visitseoul.net/attractions/쉼박물관/KOP029578?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029578,110-020 서울 종로구 홍지동 36-20 ,03015 서울 종로구 세검정로 209-17 (쉼박물관) ,37.6307808,127.0229483,,,02-396-9277,,http://museeshuim.com/,평일 10:00~18:00 토요일 10:00~18:00 일요일 14:00~19:00,,,3호선 경복궁역 3번 출구 5호선 광화문역 2번 출구 ," 전시실, 현대예술, 경복궁역,홍지동,예술, 휴식,광화문역,쉼박물관,문화, 기획전, 보존",
1442,ko,스페이스 씨,https://korean.visitseoul.net/attractions/스페이스-씨/KOP001441?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001441,135-120 서울 강남구 신사동 627-8 스페이스씨,"135-120 서울특별시 강남구 언주로 827, 스페이스씨 (신사동) ",37.5994258,126.9836806,,,02-547-9177,,http://www.spacec.co.kr/,11:00 ~ 18:00,화~금,-토~월요일 -1월1일 -구정 및 추석 연휴 -기타 기관장이 정하는 임시 휴일,3호선 압구정 3번 출구 도보 10분 ," 전시, 복합문화공간,스페이스씨, 미술관 ,코리아나화장품, 코리아나, 화장품,박물관,문화공간, 강남, 압구정역,화장박물관, 문화","엘리베이터,장애인 전용 주차장,접근가능"
43490,ko,승진완구	,https://korean.visitseoul.net/attractions/2023100/KOPpp5dae?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPpp5dae,  ,03120 서울 종로구 종로52길 30 ,37.5763338,126.9913491,,,02-747-1900,,,09:00 - 18:30 / 일요일 10:00 - 17:00,매일,"신정 및 구정, 추석 당일 휴무","1,6호선 동묘앞역 6번 출구에서 174m (도보 2분)","교육용완구, 도매상,오래가게, 자동차장난감, 동대문,장난감, 레고",
2299,ko,"태릉, 강릉",https://korean.visitseoul.net/attractions/태릉-강릉/KOP002299?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002299,139-804 서울 노원구 공릉동 산 223-19 ,"01794 서울 노원구 화랑로 681 (공릉동, 태강릉) ",37.5684366,126.9893082,,,02-972-0370,,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_05_01.jsp&mn=RT_01_05,"2월 ~ 5월, 9월 ~ 10월 06:00~18:00 (매표시간 09:00~17:00) 6월 ~ 8월 06:00~18:30 (매표시간 09:00~17:00) 11월 ~ 1월 06:30~17:30 (매표시간 09:00~17:00)",화요일~일요일 ,월요일,6호선 화랑대역 4번 출구에서 약 1.6km (도보 26분) ,"화랑대역,노원구,왕릉,태릉,유적지,강릉,태릉선수촌",
5060,ko,신당창작아케이드,https://korean.visitseoul.net/attractions/신당창작아케이드/KOP005060?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005060,100-868 서울 중구 황학동 119 신당지하쇼핑센터,04571 서울 중구 마장로 87 (황학동) 신당지하쇼핑센터,37.5702831,126.9987139,,,02-2232-8833,,https://www.sfac.or.kr/artspace/artspace/sindang_main.do,작가공방 9:00~20:00 공동작업장?사진실 9:00~22:00 아트마켓 9:00~18:00,,"작가공방, 공동작업장, 사진실 연중무휴 아트마켓 토?일요일 휴관","2, 6호선 신당역 2번 출구에서 약 336m (도보 6분)","황학동,신당역,전시,미술관,동대문,신당지하쇼핑센터,문화체험,서울시창작공간,아트마켓,신당창작아케이드",
43440,ko,신락원,https://korean.visitseoul.net/attractions/2023020/KOP1rnlut?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1rnlut, 서울 동대문구 전농동 60-32 ,02506 서울 동대문구 전농로20길 2 (전농동) ,37.559984,126.9753071,,,02-2244-0008,,,11:30-22:00 / 일요일 11:30-21:00 (휴게시간 15:00~17:00),,월요일 정기휴무,"1호선, 수인분당선, 경의중앙선 청량리역 3번 출구에서 약 1.1km (도보 17분)"," 서울시립대, 청량리, 짜장면,오래가게, 중식,중화요리",
46311,ko,신아기념관,https://korean.visitseoul.net/attractions/2024-shina/KOPjkm9y3?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPjkm9y3, 서울 중구 정동 1-28 ,"04518 서울 중구 정동길 33 (정동, 신아일보) ",37.5994636,126.9556636,,,02-777-9875,,,업체별 상이,업체별 상이,,"1,2호선 시청역 12번 출구에서 507m (도보 8분)","신아기념관,대한민국근현대사,덕수궁,덕수궁돌담길,정동길,정동",
6307,ko,신안촌,https://korean.visitseoul.net/attractions/신안촌-KR/KOP006304?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006304,110-053 서울특별시 종로구 내자동 152,03169 서울특별시 종로구 사직로12길 8 (내자동) ,37.5240279,127.032782,,,0507-1418-7744,,http://www.신안촌.kr/,평일 11:30 ~ 15:00 / 17:00 ~ 22:00 토요일 11:30 ~ 20:00,월요일~토요일,"매주 일요일, 명절 휴무",3호선 경복궁역 7번 출구에서 약 130m (도보 2분) ,"홍어,한식,홍어맛집,신안촌,낙지,낙지연포탕,남도음식,경복궁맛집",
27231,ko,신촌역사 관광안내소,https://korean.visitseoul.net/attractions/신촌역사-관광안내소/KOP027231?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027231,120-140 서울 서대문구 신촌동 74-12 ,"03765 서울 서대문구 신촌역로 30 (신촌동, 신촌민자역사) 신촌역사 내",37.5713336,127.0141942,,,+82-2-363-7833,,http://www.sta.or.kr,10:00~19:00 (KST),,"설, 추석 당일 휴무",경의중앙선 신촌역 1번 출구에서 30m (도보 1분),"신촌,안내소,여행,관광안내소,안내,이대,구신촌역사,신촌역사-관광안내소",
43612,ko,신흥상회,https://korean.visitseoul.net/attractions/2023054/KOP8fihkt?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8fihkt,  ,07299 서울 영등포구 도림로126길 1 (문래동3가) ,37.6361397,127.0976792,,,0507-1386-4461,,,월요일~금요일 06:00~23:00 토요일~일요일 10:00~22:00  ,매일,없음,2호선 문래역 7번 출구에서 약 515m (도보 7분)," 슈퍼, 간단안주, 문래창작촌, 영등포, 문래철공단지, 문래동, 가맥,오래가게",
43456,ko,아다모스튜디오,https://korean.visitseoul.net/attractions/2023046/KOP5dtalk?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5dtalk,  ,04776 서울 성동구 둘레15길 16 202호 주차장옆 외부계단 ,37.5170751,126.9033411,,,02-466-3380,,www.adamostudio.co.kr,화요일~금요일 10:30~19:00 (휴게시간 12:30~13:30)  토요일 10:30~16:00 (휴게시간 12:30~13:30),화요일~금요일,"월요일, 일요일",2호선 성수역 3번 출구에서 약 1000m (도보 17분),"오래가게, 건대입구, 명품옷수선, 뚝섬, 성수, 모피, 밍크,옷수선",
2388,ko,아라리오갤러리 서울,https://korean.visitseoul.net/attractions/아라리오갤러리/KOP002388?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002388,110-200 서울특별시 종로구 소격동 76 ,03053 서울특별시 종로구 북촌로5길 84 (소격동) ,37.56755,127.0196624,,,02-541-5701,,http://www.arariogallery.com/,11:00~18:00,화요일 - 토요일,"일요일, 월요일",3호선 안국역 3번 출구에서 약 180m (도보 2분) ,"아라리오,삼청동,아라리오갤러리,광화문,갤러리,문화,서울전시,종로,미술,예술,화랑,북촌,전시,현대미술",
20731,ko,아라리오뮤지엄 인 스페이스,https://korean.visitseoul.net/attractions/아라리오뮤지엄-인-스페이스/KOP020731?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP020731,110-280 서울 종로구 원서동 219 ,03058 서울 종로구 율곡로 83 (원서동) ,37.5788848,127.057182,,,02-736-5700,,http://www.arariomuseum.org/main.php,10:00~19:00 (입장마감 18:00),화~일,월요일,3호선 안국역 3번 출구에서 약 181m (도보 2분) ,"문화공간,아라리오, 아라리오뮤지엄, 예술, 현대미술, 안국역, 전시, 미술관, 아트뮤지엄,뮤지엄",
18992,ko,아르코 미술관,https://korean.visitseoul.net/attractions/아르코-미술관/KOP018992?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP018992,110-809 서울 종로구 동숭동 1-130 ,"03087 서울 종로구 동숭길 3 (동숭동, 한국문화예술진흥원) ",37.5662178,126.9721631,,,02-760-4850,,https://www.arko.or.kr/artcenter/,11:00 ~ 19:00 (입장마감 18:30),화요일~일요일,"-월요일 -1월 1일 -설날, 추석 당일",4호선 혜화역 2번 출구에서 약 138m (도보 3분) ,"혜화역,문화, 그림, 전시, 한국문화예술진흥원,동숭동, 아르코미술관, 동대문, 대학로, 미술관,서울전시",
4471,ko,아름다운 차박물관,https://korean.visitseoul.net/attractions/아름다운-차박물관/KOP004467?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004467,110-290 서울 종로구 인사동 193-1 193-1번지,03162 서울 종로구 인사동길 19-11 ,37.5752948,126.9711139,,,02-735-6678,,,11:30 - 20:00,월요일 ~ 일요일 ,연중무휴,"1,3,5호선 종로3가역 5번 출구에서 약 241m (도보 5분)  ","안국역, 퓨전차, 종각역, 도자기, 문화,광화문, 종로3가역, 광광지, 전통, 차박물관,박물관",
34859,ko,용산공원갤러리,https://korean.visitseoul.net/attractions/용산공원갤러리/KOP034859?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034859, 서울 용산구 한강로1가 1-1 ,04322 서울 용산구 한강대로 237 ,37.5598311,126.9422422,,,02-3785-2590,,http://blog.naver.com/yongsanpark_gallery,10:00 - 19:00,화요일 - 토요일,"월요일, 일요일, 공휴일 휴무","1호선 남영역 1번 출구, 4호선 숙대입구역 7번 출구, 6호선 삼각지역 10번 출구",용산공원갤러리,
42352,ko,최만린미술관,https://korean.visitseoul.net/attractions/최만린미술관/KOP042352?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042352, 서울 성북구 정릉동 716-16 ,02708 서울 성북구 솔샘로7길 23 (정릉동) ,37.5139766,126.8964975,,,02-6952-5016,,https://sma.sbculture.or.kr/cml,화~토요일 10:00 ~ 18:00,,"매주 일, 월요일 휴관",,최만린미술관,
25016,ko,아원공방,https://korean.visitseoul.net/attractions/awon-made-kr/KOP025016?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025016,  ,03053 서울 종로구 북촌로5가길 3 ,37.5362323,127.0557376,,,02-735-3482,,https://www.ah-won.com/,10:00 - 19:00 ,화요일~일요일,월요일,3호선 안국역 2번 출구에서 528m (도보 8분)," 삼청동, 종로, 수제, 전시, 인테리어소품샵, 갤러리,오래가게, 금속공예",
46789,ko,아트사이드 갤러리,https://korean.visitseoul.net/attractions/2024-artside/KOP72zzo1?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP72zzo1, 서울 종로구 통의동 32 ,"03044 서울 종로구 자하문로6길 15 (통의동, 갤러리 아트싸이드) ",37.5800955,126.9806437,,,02-725-1020,,https://artside.org/,화요일~토요일 10:00~18:00,,"일요일,월요일 정기휴무 9/16~18 추석 연휴 휴무",3호선 경복궁역 3번 출구에서 약 282m (도보 4분) ,"갤러리,미술관,서촌,아트사이드갤러리,전시",
46887,ko,안경박사 본점,https://korean.visitseoul.net/attractions/Ankyungbaksa/KOPv9kv5b?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPv9kv5b, 서울 성북구 정릉동 414-10 ,"02718 서울 성북구 보국문로 10 (정릉동, 부광빌딩) ",37.578588,126.9879854,,,02-919-1001,,,월요일-토요일 10:00~21:00,,일요일,우이신설선 정릉역 1번 출구에서 약 360m (도보 6분),"오래가게,안경점,정릉,안경",
2010,ko,안동교회 소허당,https://korean.visitseoul.net/attractions/ハイメディ/KOP002010?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002010,110-240 서울 종로구 안국동 27 27번지,03061 서울 종로구 윤보선길 57 (안동교회) ,37.5788284,127.0036426,,,02-733-3395,,http://www.andong-ch.org,* 예배 종류에 따라 예배 시간이 상이하므로 홈페이지 확인 바람,,,3호선 안국 1번 출구 도보 10분  ," 북촌교회, 안국역,안동교회, 북촌, 소허당,광화문, 선교사,한옥",
